Path,Label
C:\Users\gverzea\Desktop\edible wild plants dataset\Alfalfa\Alfalfa5.jpg,Alfalfa
C:\Users\gverzea\Desktop\edible wild plants dataset\Alfalfa\Alfalfa50.jpg,Alfalfa
C:\Users\gverzea\Desktop\edible wild plants dataset\Alfalfa\Alfalfa6.jpg,Alfalfa
C:\Users\gverzea\Desktop\edible wild plants dataset\Alfalfa\Alfalfa7.jpg,Alfalfa
C:\Users\gverzea\Desktop\edible wild plants dataset\Alfalfa\Alfalfa8.jpg,Alfalfa
C:\Users\gverzea\Desktop\edible wild plants dataset\Alfalfa\Alfalfa9.jpg,Alfalfa
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus10.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus11.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus12.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus13.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus14.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus15.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus16.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus17.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus18.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus19.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus2.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus20.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus21.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus22.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus23.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus24.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus25.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus26.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus27.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus28.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus29.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus3.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus30.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus31.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus32.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus33.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus34.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus35.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus36.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus37.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus38.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus39.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus4.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus40.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus41.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus42.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus43.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus44.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus45.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus46.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus47.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus48.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus49.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus5.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus50.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus6.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus7.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus8.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Asparagus\asparagus9.jpg,Asparagus
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain10.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain11.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain12.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain13.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain14.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain15.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain16.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain17.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain18.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain19.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain2.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain20.jpeg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain21.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain22.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain23.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain24.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain25.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain26.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain27.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain28.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain29.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain3.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain30.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain31.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain32.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain33.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain34.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain35.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain36.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain37.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain38.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain39.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain4.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain40.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain41.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain42.jpeg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain43.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain44.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain45.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain46.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain47.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain48.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain49.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain5.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain50.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain6.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain7.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain8.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Blue Vervain9.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Blue Vervain\Bue Vervain.jpg,Blue Vervain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain10.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain11.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain12.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain13.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain14.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain15.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain16.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain17.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain18.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain19.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain2.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain20.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain21.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain22.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain23.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain24.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain25.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain26.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain27.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain28.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain29.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain3.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain30.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain31.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain32.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain33.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain34.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain35.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain36.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain37.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain38.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain39.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain4.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain40.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain41.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain42.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain43.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain44.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain45.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain46.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain47.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain48.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain49.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain5.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain50.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain6.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain7.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain8.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Broadleaf Plantain\Broadleaf-Plantain9.jpg,Broadleaf Plantain
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle10.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle11.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle12.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle13.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle14.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle15.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle16.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle17.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle18.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle19.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle2.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle20.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle21.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle22.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle23.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle24.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle25.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle26.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle27.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle28.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle29.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle3.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle30.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle31.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle32.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle33.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle34.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle35.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle36.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle37.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle38.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle39.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle4.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle40.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle41.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle42.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle43.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle44.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle45.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle46.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle47.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle48.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle49.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle5.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle50.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle6.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle7.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle8.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Bull Thistle\Bull-Thistle9.jpg,Bull Thistle
C:\Users\gverzea\Desktop\edible wild plants dataset\Cattail\Cattail.jpg,Cattail
C:\Users\gverzea\Desktop\edible wild plants dataset\Cattail\Cattail10.jpg,Cattail
C:\Users\gverzea\Desktop\edible wild plants dataset\Cattail\Cattail11.jpg,Cattail
C:\Users\gverzea\Desktop\edible wild plants dataset\Cattail\Cattail12.jpg,Cattail
